Coordinates,Intro Number,Enactment Date,Enactment Year,Enactment Number,Category,Borough,New Name,Present Name,Membership,Biographical Information,Limits,Zip Code,Introduced by Council Member(s),Notes,geometry,centroid,latitude,longitude,pct_male_named_streets,pct_male_pop
"MULTILINESTRING ((-73.93790896699994 40.76248566400005, -73.93549855499998 40.76142924100003))",Int. No. 1278,01/20/2024,2024,2024/041,Street,Queens,Jayden McLaurin Way,35th Avenue,Male,"Jayden Zahir McLaurin resided at the Ravenswood Houses, where he started his basketball journey. He first started to pursue his passion for basketball at Corpus Christi and he would then go on to play for the Boys & Girls Club (CM3), Team Pro Reps, Marti",Between 12th Street and 21st Street,11106,Won,,"MULTILINESTRING ((-73.93790896699994 40.76248566400005, -73.93549855499998 40.76142924100003))",POINT (-73.93670376099996 40.76195745250004),40.76195745250004,-73.93670376099996,63.1%,49%
"MULTILINESTRING ((-73.94766188799997 40.688050728000064, -73.94498826199998 40.68836475200004))",Int. No. 613,05/09/2005,2005,2005/043,Street,Brooklyn,"Timothy Stansbury, Jr. Avenue",Lexington Avenue,Male,"Timothy Stansbury Jr. was murdered by an officer of the New York City Police Department on the rooftop of Louis Armstrong Housing Project in Brooklyn, New York.  This loss greatly affected and continues to affect the residents of Louis Armstrong Housing",Between Thomkins and Marcy Avenues,11216,Vann,,"MULTILINESTRING ((-73.94766188799997 40.688050728000064, -73.94498826199998 40.68836475200004))",POINT (-73.94632507499998 40.68820774000005),40.68820774000005,-73.94632507499998,66.3%,48%
"MULTILINESTRING ((-73.90285775499996 40.71112461300004, -73.90166953599999 40.711474311000075))",Int. No. 1744,12/01/2017,2017,2017/237,Street,Queens,Deacon Fabio Flaim Way,Bleeker Street,Male,"Fabio Flaim was born in Tregiovo, Italy and was one of 18 children.  He moved to Brooklyn in 1961 to unite with his mother, sisters and brothers and later moved to Ridgewood, Queens.  He was an active member of the Club Trentino since its early years",Between 60th Place and 61st Street,11385,Crowley,,"MULTILINESTRING ((-73.90285775499996 40.71112461300004, -73.90166953599999 40.711474311000075))",POINT (-73.90226364549997 40.711299462000056),40.711299462000056,-73.90226364549997,63.1%,49%
"MULTILINESTRING ((-73.94869040299994 40.63207982100005, -73.94784818999995 40.63278615200005))",Int. No. 471-A,12/21/2004,2004,2004/063,Street,Brooklyn,Jerry Jacobs Way,Hillel Place,Male,"Jerry Jacobs was borin in Perth Amboy, NJ, but became a true New Yorker for over 40 years.  He attended Rutgers University and New York University.  His passion for pursuing knowledge, exploring ideas and ever ready to engage others in thought and action",between Campus Road and Flatbush Avenue,11210,Speaker Miller and Council Member Stewart,,"MULTILINESTRING ((-73.94869040299994 40.63207982100005, -73.94784818999995 40.63278615200005))",POINT (-73.94826929649994 40.63243298650005),40.63243298650005,-73.94826929649994,66.3%,48%
"MULTILINESTRING ((-73.92501468999995 40.76508618100007, -73.92432089199997 40.764761142000054))",Int. No. 1278,01/20/2024,2024,2024/041,Street,Queens,Captain Paul W. Schmalzried Way,31st Avenue,Male,Paul W. Schmalzried served with the FDNY for 24 years. He died as a result of 9/11 related illness,Between 29th Street and 30th Street,11106,Cabán,,"MULTILINESTRING ((-73.92501468999995 40.76508618100007, -73.92432089199997 40.764761142000054))",POINT (-73.92466779099996 40.76492366150006),40.76492366150006,-73.92466779099996,63.1%,49%
"MULTILINESTRING ((-73.93630431699995 40.80306740100008, -73.93589304499994 40.803631378000034))",Int. No. 457,12/05/2006,2006,2006/050,Street,Manhattan,B.C. Fred Scheffold Place,3rd Avenue,Male,B.C. Fred Scheffold was a FDNY fire fighter who died during the September 11th tragedy and had served the community of East Harlem for a number of years. He was an Army Veteran of the Vietnam War. He later married and had three daughters. He was sworn in,Between East 124th and 125th Streets,10035,Mark- Viverito,,"MULTILINESTRING ((-73.93630431699995 40.80306740100008, -73.93589304499994 40.803631378000034))",POINT (-73.93609868099995 40.803349389500056),40.803349389500056,-73.93609868099995,53.4%,48%
"MULTILINESTRING ((-73.95087218099997 40.81840906900004, -73.95063376299998 40.81859852200006, -73.94909309599996 40.82071807400007, -73.94859124199996 40.82147086800006))",Int. No. 1102-A,07/23/2023,2023,2023/110,Street,Manhattan,Gen. Colin Powell Way,Convent Avenue,Male,"Colin Luther Powell was born on April 5, 1937, and reared in the ethnically mixed Hunts Point section of the South Bronx. His parents, Luther Powell, a shipping-room foreman in Manhattan’s garment district, and Maud Ariel McKoy, a seamstress, were immi",Between 135th Street and 140th Street,10031,Richardson Jordan,,"MULTILINESTRING ((-73.95087218099997 40.81840906900004, -73.95063376299998 40.81859852200006, -73.94909309599996 40.82071807400007, -73.94859124199996 40.82147086800006))",POINT (-73.94969289264343 40.81990578839319),40.81990578839319,-73.94969289264343,53.4%,48%
"MULTILINESTRING ((-73.97202680499998 40.757178976000034, -73.97331962999993 40.75772550900007))",Int. No. 988,07/29/2018,2018,2018/139,Street,Manhattan,Jack Rudin Way,East 51st Street,Male,Jack Rudin was an owner and developer of New York real estate and was president and chairman of Rudin Management.  He oversaw the design and construction of an office tower at 345 Park Avenue in Manhattan that occupies a full block bordered by 51st and 5,Between Lexington Avenue and Park Avenue,10022,Powers,,"MULTILINESTRING ((-73.97202680499998 40.757178976000034, -73.97331962999993 40.75772550900007))",POINT (-73.97267321749996 40.75745224250005),40.75745224250005,-73.97267321749996,53.4%,48%
"MULTILINESTRING ((-73.88325501699995 40.852641454000036, -73.88277177299994 40.85356320300008))",Int. No. 988,07/29/2018,2018,2018/139,Street,Bronx,Emmanuel Mensah Way,Prospect Avenue,Male,"Emmanuel Mensah was from Ghana, Africa and later moved to the United States.  He became a Private 1st Class in the New York National Guard and was training to be a military police officer.  He was killed while trying to rescue people from a building fire",Between East 185th Street and East 187th Street,10457,Torres,,"MULTILINESTRING ((-73.88325501699995 40.852641454000036, -73.88277177299994 40.85356320300008))",POINT (-73.88301339499995 40.85310232850006),40.85310232850006,-73.88301339499995,64.7%,47%
"MULTILINESTRING ((-73.83126418199998 40.884634841000036, -73.83090476599995 40.88396971000003, -73.83026121799998 40.882778752000036))",Int. No. 2477,01/15/2022,2022,2022/054,Street,Bronx,Vonte S. Murray Way,Steenwick Avenue,Male,"Vonte Murray was a gem to his family, friends, and certainly to the Rosa Parks Campus. If he had to be described in one word, it would be servant. He dedicated his life to the service of others. Vonte Murray was a founding staff member at Cornerstone Aca",Between Reeds Mill Lane and Boston Road,10466,Riley,,"MULTILINESTRING ((-73.83126418199998 40.884634841000036, -73.83090476599995 40.88396971000003, -73.83026121799998 40.882778752000036))",POINT (-73.8307626988249 40.883706797135005),40.883706797135005,-73.8307626988249,64.7%,47%
"MULTILINESTRING ((-73.86812802799994 40.67166854300007, -73.86778738799995 40.670348243000035))",Int. No. 1033,07/17/2009,2009,2009/046,Street,Brooklyn,Sgt. Kimel L. Watt Way,Hemlock Street,Male,"Sgt. Kimel L. Watt emigrated to the United States from the West Indies at the age of six and attended P.S. 159 and I.S. 218.  While he served in the United States Army, he received the medal of ARCOM, the Purple Heart Army Achievement Award, the Iraqi Ca",Between Blake Avenue and Dumont Avenue,11208,Barron,,"MULTILINESTRING ((-73.86812802799994 40.67166854300007, -73.86778738799995 40.670348243000035))",POINT (-73.86795770799995 40.67100839300005),40.67100839300005,-73.86795770799995,66.3%,48%
"MULTILINESTRING ((-73.97855915799994 40.63305015800006, -73.97774108399994 40.63315193400007))",Int. No. 721,12/04/2001,2001,2001/060,Street,Brooklyn,Sonny Ressel Avenue,Avenue F,Male,"The following biographical material was provided by the family and friends of William “Sonny” Ressel. 

William “Sonny” Ressel was born to Isadore and Ida Ressel on May 20, 1932, on New York City’s Lower Eastside. He attended Public School 4 an",Between McDonald Avenue and Dahill Road,11218,"DiBrienza, Fisher and O’Donovan",,"MULTILINESTRING ((-73.97855915799994 40.63305015800006, -73.97774108399994 40.63315193400007))",POINT (-73.97815012099994 40.633101046000064),40.633101046000064,-73.97815012099994,66.3%,48%
"MULTILINESTRING ((-73.77629981099994 40.679971926000064, -73.77559438999998 40.68020381100007))",Int. No. 1825,01/19/2020,2020,2020/026,Street,Queens,Detective Lawrence Cecil Smith Boulevard,Baisley Boulevard,Male,Lawrence Cecil Smith served in United States Army as a Field Medic during the Vietnam War. Soon after he was honorably discharged and attended and graduated from John Jay College of Criminal Justice with a Bachelors of Arts Degree in Criminal Justice. He,Between 167th Street and 168th Street,11434,Adams,,"MULTILINESTRING ((-73.77629981099994 40.679971926000064, -73.77559438999998 40.68020381100007))",POINT (-73.77594710049996 40.68008786850007),40.68008786850007,-73.77594710049996,63.1%,49%
"MULTILINESTRING ((-73.99435468699994 40.68090789100006, -73.99228670399998 40.68005765000004))",Int. No. 437-A,06/03/2003,2003,2003/034,Street,Brooklyn,Judge Charles J. Beckinella Place,President Street,Male,"From 1946 until his passing in 1982, Judge Beckinella maintained his primary residence on President Street.  Judge Beckinella’s impressive carreer of elected and appointed offices spanned decades.  He blazed a trail for future generations of Italian-Am",Between Smith Street and Hoyt Street,11231,DeBlasio,,"MULTILINESTRING ((-73.99435468699994 40.68090789100006, -73.99228670399998 40.68005765000004))",POINT (-73.99332069549996 40.68048277050005),40.68048277050005,-73.99332069549996,66.3%,48%
"MULTILINESTRING ((-73.81788230099994 40.70090906900003, -73.81637728299995 40.701399353000056))",Int. No.  1631,08/23/2019,2019,2019/158,Street,Queens,Anton J. Dietrich Jr. Way,89th Avenue,Male,"Anton J. Dietrich Jr. was a United States Army Veteran of WWII. He was a member of the Infantry –G Company of the 39th Infantry Regiment, 9th Infantry Division from 1941 until 1947. He saw action in North Africa, Sicily, France and was wounded in Sed",Between 134th Street and Van Wyck Expressway,11418,Ulrich,,"MULTILINESTRING ((-73.81788230099994 40.70090906900003, -73.81637728299995 40.701399353000056))",POINT (-73.81712979199995 40.701154211000045),40.701154211000045,-73.81712979199995,63.1%,49%
"MULTILINESTRING ((-73.99972580999997 40.627737446000026, -73.99917327499998 40.62825857800004))",Int. No. 565,10/20/2003,2003,2003/062,Structure,Brooklyn,Dominick Sabatino Bridge-1937,13th Avenue Bridge,Male,"Dominick Sabatino was born in Foggia, Italy in 1871. He migrated to the United States in 1890 and settled in Borough Park in Brooklyn, New York where he worked as a barber and a musician. Here he met and married his life’s mate, “Mary”, in 1898. Th",A bridge crossing 61st Street and 62nd Street,11219,Gentile,,"MULTILINESTRING ((-73.99972580999997 40.627737446000026, -73.99917327499998 40.62825857800004))",POINT (-73.99944954249997 40.627998012000035),40.627998012000035,-73.99944954249997,66.3%,48%
"MULTILINESTRING ((-73.89917293399998 40.81825870900008, -73.89720419299994 40.820166750000055))",Int. No. 935,10/02/2012,2012,2012/048,Street,Bronx,Arsenio Rodriguez Way,Dawson Street,Male,"Arsenio Rodriguez was born in Cuba in 1911 and is considered the “Father of Salsa Music.”  He became blind after a childhood accident; however, he pursued a life of music.  He later became a legendary musician known for fusing traditional Cuban music",Between Intervate Avenue and Longwood Avenue,10459,Arroyo,,"MULTILINESTRING ((-73.89917293399998 40.81825870900008, -73.89720419299994 40.820166750000055))",POINT (-73.89818856349996 40.819212729500066),40.819212729500066,-73.89818856349996,64.7%,47%
"MULTILINESTRING ((-73.85657761199997 40.691032790000065, -73.85584161399998 40.691190609000046))",Int. No. 613,05/09/2005,2005,2005/043,Street,Queens,Msgr. Joseph A. Martusciello Way,88th Avenue,Male,Monsignor Joseph A. Martusciello was born in Brooklyn and was baptized in Holy Cross Parish where he also attended grammar school.  He was ordained in 1954 at St. James Pro cathedral in Brooklyn.  In 1984 Msgr. Was appointed as Pastor of St. Thomas the A,Between 87th and 88th Streets,11421,Addabbo,,"MULTILINESTRING ((-73.85657761199997 40.691032790000065, -73.85584161399998 40.691190609000046))",POINT (-73.85620961299998 40.691111699500055),40.691111699500055,-73.85620961299998,63.1%,49%
"MULTILINESTRING ((-73.80948301099994 40.721665237000025, -73.80784954599994 40.72184412400003))",Int. No. 1045-A,07/01/2013,2013,2013/050,Street,Queens,Dr. Rabbi H. Joel Laks Way,78th Road,Male,"Dr. Rabbi H. Joel Laks served as Rabbi of the first Orthodox Congregation, the Jewish Center Torath Emeth for over 50 years.  He received his MA in Philosophy from Yale University and a PhD in Philosophy from the University of Pennsylvania.  He taught Co",Between Parsons Boulevard and 160th Street,11366,Gennaro,,"MULTILINESTRING ((-73.80948301099994 40.721665237000025, -73.80784954599994 40.72184412400003))",POINT (-73.80866627849994 40.72175468050003),40.72175468050003,-73.80866627849994,63.1%,49%
"MULTILINESTRING ((-73.89550095099997 40.86415326700006, -73.89472445199993 40.86399504800005))",Int. No. 1613,06/24/2017,2017,2017/110,Street,Bronx,Bill Finger Way,192nd Street,Male,Bill Finger was an American comic strip and comic book writer who was best known for co-creating the character Batman with Bob Kane of DC Comics.  He also wrote many of the original Green Lantern stories.  He was inducted into the Jack Kirby Hall of Fame,Between Grand Concourse and Valentine Avenue,10468,Torres,,"MULTILINESTRING ((-73.89550095099997 40.86415326700006, -73.89472445199993 40.86399504800005))",POINT (-73.89511270149995 40.86407415750005),40.86407415750005,-73.89511270149995,64.7%,47%
"MULTILINESTRING ((-73.86998492899994 40.83071522000006, -73.86970597999994 40.82951172800006))",Int. No.  1631,08/23/2019,2019,2019/158,Street,Bronx,Pandit Vishnu Sukul Way,Noble Avenue,Male,"Pandit Vishnu Sukul was a long-time Bronx Hindu priest and spiritual leader who founded the Hindu Temple, Vishnu Mandir in the Bronx in 1996. He hosted numerous events, such as the Diwali “Festival of Lights,” Bollywood dance classes, Hindi language",Between Westchester Avenue and Gleason Avenue,10472,Diaz,,"MULTILINESTRING ((-73.86998492899994 40.83071522000006, -73.86970597999994 40.82951172800006))",POINT (-73.86984545449994 40.83011347400006),40.83011347400006,-73.86984545449994,64.7%,47%
"MULTILINESTRING ((-74.11730319099996 40.571736084000065, -74.11652634299998 40.57254650600004))",Int. No. 825,10/10/2008,2008,2008/048,Street,Staten Island,Joseph Anthony DeMeo Lane,8th Street,Male,"Anthony DeMeo tragically passed away at the age of 8 on March 19, 2005.  He was a very caring, kind and loving child who received an award while in kindergarten for “The Value of Respect” and another in first grade for “The Value of Friendship.”",Between Rose Avenue and Ross Avenue,10306,8th Street,,"MULTILINESTRING ((-74.11730319099996 40.571736084000065, -74.11652634299998 40.57254650600004))",POINT (-74.11691476699997 40.57214129500005),40.57214129500005,-74.11691476699997,67.5%,49%
